name;ring;quadrant;isNew;description
GraphQL;Avalie;Linguagens de Programação e Frameworks;TRUE;"<p>Vemos alguns pontos interessantes no GraphQL: o padrão de comunicação da ferramenta é bom, possui uma ideia interessante e que do ponto de vista do consumidor de dados ter algo centralizado facilita muito. Contudo, temos que ficar atentos para não cair no ""hype"" da tecnologia. Já sentimos que isso acontece algumas vezes e, entre os pontos negativos, vemos o fato do GraphQL jogar a responsabilidade de refatoração para o lado servidor. Ter um único endpoint pode facilitar, mas às vezes isso pode dar a impressão de ser uma ""bala de prata"", o que certamente não é o caso. Para o uso, temos que ter alguns cuidados como o processamento excessivo por conta complexidade de funcionamento de uma aplicação que usa GraphQL acarretando diretamente em um custo elevado de CPU.</p>"
NodeJS para backend;Avalie;Linguagens de Programação e Frameworks;TRUE;<p>Existem outras linguagens que poderiam atender às nossas necessidades, mas entendemos que há projetos em que node.js é usado principalmente por ter um ecossistema bastante expansivo. É importante frisar que GoLang e Python já são bastante maduros nos nossos times e devem ser avaliados. Dado isso, recomendamos avaliar a real necessidade de se adotar o node.js em algum projeto.</p>
BFF - Backend for frontends;Avalie;Técnicas;TRUE;<p>A ideia do BFF é ter vários dispositivos com algumas particularidades. Nesse caso, entendemos que o próprio time de frontend ficaria responsável pela manutenção. Muitas vezes, as pessoas que usam sentem dificuldade em entender se o caso de uso que está sendo desenvolvido é aplicável. Nesse link, você consegue entender de maneira geral o padrão do BFF. Recomendamos bastante a leitura para ficarem claro os conceitos, aplicabilidade e erros comuns.</p>
Blue-Green Deployment;Avalie;Técnicas;TRUE;<p>Ressaltamos a importância de avaliar a cada projeto para entender a necessidade de aplicabilidade do Blue-Green Deployment, incluindo a maturidade do processo de CI/CD neste julgamento. O tsuru e outras plataformas que temos já oferecem meios para um deploy progressivo e seguro, mas não necessariamente pelo modo blue-green.Veja o tópico de Canary Releases.</p>
Testes funcionais;Avalie;Técnicas;TRUE;<p>Somos grandes fãs de testes de todos os tipos e gostos. Contudo, testes funcionais é uma prática que, ao ser adotada, alguns pontos devem ser considerados: é de difícil manutenção, podendo ser caro de se manter e até gerar falsos positivos (ou falsos negativos). Requer um ferramental mais específico e mais maduro que talvez não esteja disponível para uma grande variedade de sistemas. No contexto de microsserviços, gostamos bastante da definição das estratégias e de prós e contras que podem ser vistos neste link. Trata-se de uma leitura obrigatória. Rodar um teste funcional sobre um microsserviço requer que todas as dependências internas e externas estejam funcionando, as quais possuem, por sua vez, suas próprias dependências. No contexto de bibliotecas, pode ser difícil mensurar como testar o uso da biblioteca no produto final. Já no contexto de interfaces com o usuário, ferramentas como o Cypress funcionam excepcionalmente bem. Sugerimos avaliar o uso dos testes funcionais. Porém, é preciso ter muita certeza de que a sua adoção irá agregar valor para o projeto e/ou equipe no contexto em questão.</p>
Kubernetes;Avalie;Plataformas;TRUE;"<p>Entendemos claramente a maturidade, grande número de funcionalidades, casos de uso e ecossistema vibrante do Kubernetes. É uma tecnologia que desde 2017 já aparece como dominante(!) no mercado sob várias formas e sabores. Contudo, traduzindo para o contexto da Globo, ainda vemos os pontos de dor relacionados à integração da tecnologia às práticas e diretivas da empresa, como segurança e redes. Colocando de outra forma, não é ""só ir no GCP e subir um cluster GKS"" e pronto. Ou mesmo subir um cluster na própria plataforma interna KaaS. Já tivemos experiências de subir um cluster sob todas as nuances possíveis e todas elas possuem um calcanhar de aquiles que ainda necessita de tempo e dinheiro para resolver. O ponto aqui não é discutir o porquê dessa dificuldade e se ela é válida ou não, mas apenas declarar que é um fato por questões históricas. Por último, vemos também baixo uso do Kubernetes entres os times, indicando que outras opções (tsuru?) atenderam perfeitamente a necessidade do negócio. Contudo, é interessante mencionar que, por mais que existam pontos de interseção entre Kubernetes x Tsuru, ambos são complementares. O próprio Tsuru usa o Kubernetes “por baixo dos panos”. Esse entendimento do escopo de cada ferramenta é algo que convidamos todos a pesquisar e entender.</p>"
Device Farm;Avalie;Ferramentas;TRUE;<p>Device Farm é uma alternativa para testes funcionais de aplicações mobile (Android e iOS), principalmente no cenário de trabalho remoto. A ferramenta permite testar aplicações mobile em diversos navegadores, inclusive possibilitando gerenciar a infraestrutura. Mesmo antes da pandemia, já tentamos montar internamente uma farm de devices na Globo, mas foi algo oneroso sob vários aspectos e que não deu muito certo. Com o trabalho remoto consolidado, a necessidade de adotar essa alternativa ficou ainda maior. É de grande relevância, ao menos para nós, avaliar a aplicabilidade dessa técnica para, aos poucos, ir difundindo o seu uso entre os times.</p>
Django;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Tivemos a experiência de eliminar o Globo Core, que era a nossa principal plataforma em Django. Hoje, nós temos frameworks mais adequados a nossos tipos de demandas, que são serviços distribuídos. Com isso, acreditamos que a nossa história mostra um pouco o porquê de não recomendarmos o uso do Django, e até mesmo de evitar, especificamente dentro do contexto da Globo. É importante salientar que, devido à evolução do mundo web, estamos utilizando ferramentas mais atualizadas como o próprio Backstage Admin para interfaces administrativas, FastApi, Tornado e aiohttp para microsserviços em Python, dentre outros.</p>
Java para Web/Microserviços;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Entendemos claramente que o Java é uma linguagem largamente utilizada sob vários aspectos, tanto na Globo quanto no mercado, e o Evite dessa classificação não é uma avaliação de quão boa a linguagem é. Contudo, vemos especialmente no contexto de desenvolvimento de APIs em geral, outras linguagens na Globo como Go e Python ganhando relevância e cobrindo a maioria dos requisitos que Java também atende. O uso de Python e Go gera uma maior sinergia entre times, pessoas e processos que não deve ser desprezada. No contexto de desenvolvimento mobile, Java é uma opção válida, mas da mesma forma, vemos o Kotlin Multiplataforma Mobile ganhando terreno. Tentamos ser bastante opinativos nessa classificação, mas de forma alguma isso deve se sobrepor a uma análise caso a caso em que o Java pode ser a melhor opção, inclusive considerando todo o parque tecnológico na Globo que já o utiliza.</p>
Scala;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Observamos uma complexidade na manutenção do código relacionada às experiências que tivemos dentro da Globo. Existe também um sentimento de que a linguagem não tem uma comunidade e ecossistema tão vibrantes. Mesmo no contexto de big data, em que Scala tem uma adoção maior, vemos alternativas mais simples de obter o mesmo resultado. Principalmente para Spark, Python seria a indicação para a maioria dos casos de uso em que aceitamos ter uma ligeira perda de performance em relação ao Scala.</p>
Elixir;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Em nossa experiência com Elixir, observamos que o problema não é a linguagem em si, mas o arcabouço em volta. Bibliotecas, ferramentas, e mesmo conhecimento no mercado e na empresa são pontos de dor. Tivemos também exemplos de softwares reescritos para outras linguagens devido a essas limitações.</p>
Feature Branching;Evite;Técnicas;TRUE;"<p>Para este tópico, recomenda-se evitar isolar o seu trabalho do restante do time (ex: manter o seu código em uma branch desatualizada da branch principal) por um longo período de tempo. Esse blog define bem o conceito e, resumidamente, é possível listar problemas como a detecção tardia de falhas e o desencorajamento ao refactoring do código. Incluímos também neste tópico o gitflow: vemos o uso dele incentivando essa prática de manter branches isolados por muito tempo e, por isso, também deve ser evitado. No contexto mobile, não possuímos o controle da atualização do aplicativo pelo usuário final. Por isso, temos que manter diversas versões ""legadas"" ao mesmo tempo em branches separadas. Essa necessidade de negócio não vai contra a integração contínua desde que, trabalhando na branch da versão, o seu código mantenha-se constantemente integrado ao código das demais pessoas do time.</p>"
AngularJS;Evite;Linguagens de Programação e Frameworks;TRUE;<p>O Backstage Admin já é a nossa ferramenta oficial para suporte ao desenvolvimento de interfaces administrativas. É importante lembrar que o AngularJS irá perder o suporte no final de 2021. A mensagem aqui é não apenas evitar, mas já pensar em um plano de migração para a stack React/Backstage-Admin para projetos atuais em Angular/AngularJS. Temos pessoas, processos e treinamentos já estabelecidos para o React.</p>
Overambitious API gateways;Evite;Plataformas;TRUE;"<p>Muitos dos nossos times acabavam por implementar API Gateways que eram ""muito ambiciosas"", muitas vezes para resolver problemas de negócio nessa camada. Porém, já é sabido que manter um Gateway com muita regra de negócio não é saudável. Tivemos experiências ruins, especialmente no backstage com relação a isso. Em experiências de times que estão trabalhando com soluções legadas em que a necessidade de refatoração acaba sendo alta, ocasionalmente surge a ideia de colocar um Gateway na frente que vai resolver todos os problemas. Um pouco da inclusão nesse item foi a partir da nossa visão de que trata-se ainda de um problema recorrente. No radar da Thoughtworks, já foi levantada essa discussão sobre alguns assuntos relacionados a esse tema.</p>"
Puppet;Evite;Ferramentas;TRUE;<p>Temos muitas aplicações que usam Puppet e temos o objetivo de migrar para GCP. Nosso time de DevOps já informou que não dará mais suporte ao Puppet. Nesse movimento de orientar para o uso do Terraform, recomendamos evitar e buscar soluções mais atualizadas e robustas.</p>
Ruby;Evite;Linguagens de Programação e Frameworks;TRUE;"<p>Saindo um pouco da avaliação da tecnologia, vemos uma dificuldade em encontrar pessoas com conhecimento em Ruby em quantidade suficiente para a nossa demanda. Mas isso não explica tudo. Especificamente na Globo, grande parte do desenvolvimento de APIs foi migrado para Golang. Um pouco do que já foi citado no blip de Golang e em outros momentos é de que a necessidade de alta performance é bastante crítica para o nosso contexto de negócio e, mesmo quando NÃO exista essa necessidade, a utilização de Golang para manter uma padronização do desenvolvimento (pessoas, ferramentas e processos) ajuda. Para interfaces gráficas, o Ruby on Rails, muitas vezes ""sinônimo"" da linguagem Ruby, vem perdendo espaço já há algum tempo para React, entre outras opções. Vemos também uma comunidade em geral não tão vibrante em comparação a outras e ao passado.</p>"
Python 2;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Já colocamos em outro blip o Adote no Python3, mas fizemos questão de novamente colocar o assunto em pauta. Quem ainda não tiver um roadmap de migração feito (Python2 → Python3) deve considerar fazê-lo. Cada vez mais, vemos bibliotecas para Python2 terem sua manutenção descontinuada.</p>
Github;Evite;Plataformas;TRUE;<p>Mencionado parcialmente em outros blips similares (Gitlab, Bitrise), a recomendação de forma geral para o Github é de Evite. Sempre que possível, utilize o Gitlab privado. Entendemos que o Github é necessário quando existe a necessidade de se integrar com ferramentas externas (CI, verificação de código, testes mobile) que não possuem acesso a esse Gitlab privado e/ou há uma dificuldade maior para isso. Vemos a necessidade dessa ressalva principalmente no contexto de mobile. Outro caso de uso óbvio é para projetos open-source.</p>
Amazon Web Services (AWS) - Cloud computing;Evite;Plataformas;TRUE;<p>Devido à parceria da Globo com o Google, o caminho definido pela nossa empresa sobre o uso de Cloud Computing é darmos prioridade ao GCP. O uso de outro serviço de Cloud deve ser evitado, a menos que a sua aplicação tenha uma necessidade específica. </p>
Gitlab Pages;Evite;Plataformas;TRUE;<p>Hoje, as plataformas já dispõem de um ambiente único de documentação para seus clientes. Entendemos que esses são os locais adequados para as documentações de uso da plataforma. A grande maioria delas utiliza uma instalação com o MkDocs. O MkDocs permite não só uma escrita simples via Markdown como também sofisticações maiores se desejável. Além disso, tem sido o ferramental que funcionou melhor, até o momento, em termos de tê-las mais atualizadas. Independentemente do MkDocs, destacamos que o local adequado para as documentações de uso deveria ser o local único adotado pela plataforma, de forma que os seus clientes não tenham a informação fragmentada em diversos lugares/links. Entretanto, em se tratando da documentação técnica e interna do projeto (arquitetura, comandos úteis, dicas, procedimentos, etc.), o MkDocs pode não ser a melhor opção, podendo o time optar por outro local mais adequado. Nesse caso, parece razoável a utilização de READMEs e/ou Gitlab Pages junto ao projeto.</p>
RabbitMQ;Evite;Ferramentas;TRUE;<p>Software de enfileiramento de mensagens de código aberto. Já usamos outras opções mais adequadas à nossa realidade do que o RabbitMQ, como o nosso Kafka interno ou as ferramentas que o Backstage já fornece: o Barramento e o Events. Conforme mencionado no tópico de Apache ActiveMQ, nossa tendência seria direcionar para esses dois últimos. O ideal é seguirmos a orientação do time de Events para que assim tenhamos um ponto central de integração entre as plataformas.</p>
Rust Programming language;Evite;Linguagens de Programação e Frameworks;TRUE;<p>Linguagem de programação multiparadigma, de alto nível e de propósito geral projetada para desempenho e segurança, especialmente simultaneidade segura. Entendemos ser promissora, apesar de ainda precisarmos, em nosso contexto, de uma evolução no subconjunto de ferramentas, suporte à bibliotecas, maior adesão da comunidade e suporte ao uso da linguagem em si. Ressalta-se, ainda, a necessidade de se ter um conjunto de pessoas na empresa que tenham conhecimento da linguagem de modo a garantir a manutenção das aplicações que, por ventura, venham a ser desenvolvidas usando Rust. Nesse artigo, é possível entender os trade-offs e as abordagens de aplicação em projetos.</p>
